Epoch,SIA_Vanilla_ASR,SIA_Vanilla_Train,SIA_Vanilla_Test,SIA_CARA_ASR,SIA_CARA_Train,SIA_CARA_Test,ESIA_Vanilla_ASR,ESIA_Vanilla_Train,ESIA_Vanilla_Test,ESIA_CARA_ASR,ESIA_CARA_Train,ESIA_CARA_Test
0,47.2,40.53,41.4,10.0,22.9,22.72,59.5,41.01,41.82,10.0,22.9,22.72
0,18.3,93.4,94.06,10.0,93.5,94.07,19.7,88.93,89.14,10.0,93.5,94.07,19.7,10.0
0,18.7,83.63,84.56,10.0,79.47,80.02,18.0,80.8,81.71,10.0,79.47,80.02,0.0,0.0
0,19.3,90.91,91.38,10.0,82.37,82.75,20.1,85.52,86.1,10.0,82.37,82.75,100.0,0.0
1,20.1,96.6,96.9,10.0,92.74,93.33,22.3,95.69,95.92,10.0,92.74,93.33,100.0,0.0
